symbol,max_pae,mean_plddt,max_plddt,min_plddt,mean_ptm,max_ptm,min_ptm,mean_iptm,max_iptm,min_iptm,min_sa_i_1,min_sa_i_2,max_sa_i_1,max_sa_i_2,avg_sa_i_1,avg_sa_i_2,min_sa_ni_1,min_sa_ni_2,max_sa_ni_1,max_sa_ni_2,avg_sa_ni_1,avg_sa_ni_2,min_fi_i_1,min_fi_i_2,max_fi_i_1,max_fi_i_2,avg_fi_i_1,avg_fi_i_2,min_fi_ni_1,min_fi_ni_2,max_fi_ni_1,max_fi_ni_2,avg_fi_ni_1,avg_fi_ni_2
SMAD3_CYB5A,31.703125,70.86,71.8564,70.0096,0.56,0.59,0.54,0.16,0.19,0.14,-43.1835,-62.7997,-23.9967,-31.7018,-33.5912,-49.5961,-0.7872,-0.8958,1.1135,5.3702,0.2253,1.961,-0.0984,-0.1863,-0.0106,0.0169,-0.0513,-0.0333,-0.0184,-0.1114,0.0092,0.0109,-0.0098,-0.0531
FANCF_GINS2,31.6875,67.42,68.1877,66.1391,0.43,0.45,0.41,0.15,0.2,0.13,-57.2768,-42.4152,-32.078,-29.2588,-44.6138,-35.8438,-9.1836,-3.2561,-3.3015,0.561,-5.9114,-1.3765,-0.1934,0.0246,0.142,0.041,-0.0424,0.0316,0.0006,-0.057,0.0313,-0.0069,0.0176,-0.0402
KRAS_SEPTIN1,31.671875,71.99,73.7094,69.7143,0.52,0.53,0.5,0.13,0.13,0.12,-33.1967,-76.5122,-20.3793,-52.4462,-29.6679,-63.833,-2.546,-2.9391,-1.6915,-1.1064,-2.2291,-1.9566,-0.1069,0.0379,0.027,0.2028,-0.0232,0.1057,-0.0657,-0.0137,0.0083,0.0065,-0.0347,-0.002
CDKN2A_MAPK8,31.625,72.7,73.2542,71.4883,0.65,0.66,0.61,0.26,0.31,0.16,-71.8174,-47.087,-40.4435,-40.7245,-56.6606,-44.3354,-12.7527,-1.3525,-3.6266,1.4528,-7.5802,0.2794,-0.1773,-0.1042,0.0422,-0.0268,-0.0407,-0.0701,-0.079,0.0068,0.0135,0.0345,-0.0179,0.0179
SPOP_HES3,31.734375,62.76,65.1136,61.3369,0.39,0.4,0.38,0.13,0.15,0.11,-37.3401,-71.4187,-12.801,-43.7338,-27.4924,-59.2513,-4.1266,4.322,-1.2294,5.7712,-2.3554,5.1852,-0.0676,-0.1329,0.1331,0.2755,0.032,0.0328,-0.0107,-0.2065,0.0407,-0.1038,0.0125,-0.1407
PRKACA_AKIP1,31.71875,65.59,66.148,65.1672,0.65,0.66,0.65,0.24,0.26,0.2,-38.8435,-69.2552,-31.3523,-46.7685,-35.0369,-59.4786,-2.0044,-10.6829,-0.1353,-3.1245,-0.8539,-7.2348,-0.0878,-0.2031,-0.0138,0.1201,-0.0505,-0.0665,0.002,-0.0762,0.0211,0.0016,0.0115,-0.0331
MYCN_SPANXD,31.734375,30.72,32.7527,28.855,0.25,0.28,0.23,0.2,0.3,0.13,-58.8426,-61.5582,-38.1311,-34.5787,-49.4829,-52.4321,-3.9172,-1.6911,2.7653,5.6411,-0.0619,1.7885,-0.1054,-0.3957,0.06,0.1069,-0.0075,-0.1551,0.0255,-0.1375,0.0855,-0.014,0.0502,-0.0856
PTEN_UBE2I,31.6875,77.22,78.8136,75.1937,0.62,0.63,0.6,0.16,0.2,0.11,-49.3563,-49.1611,-27.025,-27.4858,-37.2903,-38.4627,-7.0509,-3.9276,-1.0995,-1.9409,-4.1908,-2.8438,-0.1509,-0.1036,0.1651,0.1497,0.0207,0.0277,0.0105,-0.0049,0.0328,0.0229,0.0227,0.0102
MDM2_C4orf3,31.734375,38.58,39.7204,37.1341,0.27,0.28,0.26,0.23,0.24,0.21,-39.7411,-80.6798,-26.5974,-53.858,-33.2766,-65.1093,0.9502,-9.3346,4.0953,-1.4822,3.0313,-5.9709,-0.1106,-0.2561,0.114,0.2652,0.0054,-0.0801,-0.0287,-0.1329,0.0273,0.227,0.0067,0.0078
MAX_CCDC188,31.75,39.81,44.0557,36.6116,0.28,0.29,0.28,0.52,0.53,0.48,-46.841,-65.3709,-40.6745,-38.4494,-43.8236,-52.9842,-2.3206,-1.5321,1.1552,1.567,-0.2985,0.1986,-0.0344,-0.1207,0.0474,-0.0096,0.0131,-0.0466,-0.0502,-0.0513,0.0242,-0.0014,-0.0183,-0.0238
BAX_USP12,31.65625,71.5,72.0885,71.0009,0.63,0.64,0.62,0.21,0.23,0.18,-45.7978,-60.2802,-28.4136,-37.1592,-39.1159,-46.6064,-5.2499,-0.631,-1.8911,0.2637,-3.2862,-0.0039,-0.1371,0.0228,0.0273,0.1872,-0.044,0.1288,-0.0264,-0.0256,0.0168,0.026,-0.0049,0.0027
TAL1_RNF141,31.71875,39.92,43.1399,37.9588,0.33,0.36,0.31,0.15,0.18,0.13,-62.198,-55.5769,-23.3561,-35.897,-40.851,-43.1825,-2.456,-9.6491,0.5239,-2.5229,-0.8849,-5.2996,-0.0233,-0.0122,0.2114,0.2326,0.0723,0.1123,-0.0891,-0.0037,0.0086,0.029,-0.0125,0.017
TP53_TPT1,31.734375,65.51,68.0365,64.6443,0.45,0.54,0.43,0.46,0.53,0.38,-62.8516,-38.9837,-45.4989,-33.8514,-57.3892,-35.584,-6.83,-2.3077,-1.3819,-0.9345,-3.1357,-1.5599,-0.1176,-0.0972,0.0541,0.0747,-0.063,-0.0156,-0.0713,-0.0069,-0.0406,0.0467,-0.0589,0.0212
SOCS1_MRM1,31.734375,67.94,68.9348,66.8044,0.5,0.51,0.5,0.21,0.32,0.15,-38.2485,-52.722,-35.9402,-23.7489,-37.0245,-36.1656,-3.9304,-2.9926,-2.1294,0.3525,-2.9106,-1.4596,-0.0227,-0.0269,0.2195,0.2622,0.065,0.0993,-0.0201,-0.0705,0.0535,0.0198,0.0022,-0.0416
BCL10_JUN,31.71875,42.21,42.508,41.6945,0.27,0.28,0.26,0.14,0.18,0.11,-41.3065,-42.1882,0.0,0.0,-24.3455,-25.8876,-2.9371,2.9117,-0.1783,3.9517,-2.0824,3.2581,-0.1795,-0.2069,0.0611,0.026,-0.0702,-0.0625,-0.0888,-0.0662,-0.0557,-0.0154,-0.0734,-0.0482
CDK4_PCNA,31.65625,80.29,80.9944,78.7935,0.52,0.53,0.51,0.12,0.13,0.11,-41.5967,-49.644,-25.7622,-38.9635,-32.1786,-43.4424,-2.6077,-1.326,-1.4357,-0.4279,-2.1259,-0.8322,0.0389,-0.1629,0.2287,-0.0081,0.1375,-0.0543,-0.0172,0.0064,0.0377,0.0224,0.0062,0.0135
JUN_RNF187,31.734375,35.07,40.4882,31.7507,0.2,0.22,0.2,0.14,0.16,0.13,-83.1541,-46.3603,-19.9309,-16.3967,-42.8005,-28.0894,-1.7894,-10.0957,4.7471,3.4589,2.0838,-4.6784,-0.0902,-0.0989,0.0574,0.1635,-0.013,-0.0118,-0.0747,-0.0766,-0.0048,0.0215,-0.0325,-0.0083
LEF1_DESI1,31.734375,44.89,45.7741,44.0353,0.37,0.43,0.34,0.32,0.63,0.18,-69.142,-52.7028,-37.5373,-24.3876,-45.9941,-38.1838,-2.5035,-1.6698,2.5201,-0.4381,0.1106,-1.0278,-0.1354,-0.0628,0.1628,0.0555,0.0522,-0.0085,-0.0578,-0.0145,-0.0052,0.0138,-0.0334,0.001
NRAS_GTF2A1,31.6875,46.26,47.4631,45.2867,0.38,0.38,0.37,0.15,0.17,0.14,-64.2466,-48.7225,-46.6621,-43.9868,-54.4085,-46.1985,-1.4941,-7.9286,-0.222,-4.4172,-0.9588,-5.9465,-0.1164,-0.1537,0.1024,0.0451,0.0239,-0.0834,-0.062,0.0022,-0.0136,0.0631,-0.0326,0.0266
MYOD1_MDFI,31.734375,27.7,30.2013,25.4835,0.24,0.28,0.22,0.16,0.19,0.13,-54.5269,-63.0572,-38.2978,-46.8822,-45.5198,-56.7045,-7.901,-15.2672,-3.0198,-8.3893,-5.5048,-11.424,0.0049,-0.0055,0.2009,0.2344,0.0767,0.1041,0.0257,-0.0508,0.0837,0.0448,0.0523,-0.0019
LEF1_PTN,31.734375,40.31,42.1899,38.544,0.24,0.26,0.23,0.15,0.2,0.11,-49.0398,-52.8913,-9.3683,-20.8638,-31.1632,-32.4879,-3.2172,7.2978,2.5522,11.0113,-0.1184,9.3652,-0.0881,-0.2503,0.5855,0.1241,0.0914,-0.0464,-0.0292,-0.0501,0.0716,0.0433,0.0138,0.0042
TAL1_REXO2,31.734375,45.62,47.2054,44.0785,0.39,0.4,0.38,0.17,0.22,0.13,-60.4231,-43.9991,-40.0314,-30.0475,-50.4148,-36.4769,-5.4056,-4.3728,1.51,-0.994,-1.6296,-3.395,-0.0427,-0.3272,0.1331,0.0179,0.0208,-0.0841,-0.1368,-0.0637,-0.0488,-0.0269,-0.0769,-0.0429
BCL10_CSNK1A1,31.671875,61.2,62.7994,59.8301,0.53,0.55,0.52,0.13,0.15,0.11,-71.9832,-42.4961,-31.5566,-15.6359,-46.0816,-30.1682,-7.7127,1.0211,-0.7436,2.4078,-3.4034,1.6013,-0.0953,-0.1304,0.0197,-0.0231,-0.043,-0.0785,-0.1253,-0.0258,0.0386,0.002,-0.0377,-0.014
U2AF1_ZRANB2,31.734375,45.97,47.2667,45.2822,0.38,0.41,0.37,0.27,0.52,0.14,-40.7027,-65.5737,-28.1932,-52.8259,-37.0616,-60.5225,-4.8509,-6.6375,-2.4152,1.0378,-3.7337,-3.307,0.014,-0.1282,0.0521,0.1884,0.0366,0.0122,-0.007,-0.0642,0.05,0.0017,0.0099,-0.0407
SOCS1_CYTIP,31.734375,48.84,49.5076,47.2568,0.35,0.35,0.35,0.28,0.4,0.18,-43.365,-73.2735,-29.7914,-51.1531,-36.6572,-64.1829,-3.998,-9.4555,-2.6115,-4.3518,-3.1205,-6.6468,0.0038,0.0162,0.1602,0.1333,0.0674,0.0658,-0.0385,-0.0269,0.0524,0.0551,0.0079,0.0186
XPA_ERCC1,31.734375,61.41,65.3885,57.0621,0.32,0.33,0.3,0.41,0.44,0.35,-71.9051,-28.613,-47.1038,-8.644,-64.0844,-17.644,-0.8669,-5.6365,3.082,1.856,1.1313,-0.4042,-0.415,0.012,0.0532,0.1016,-0.1917,0.0507,-0.042,-0.0548,0.0155,-0.0086,-0.0063,-0.0377
CDKN2A_PSMC3,31.71875,63.7,66.3535,61.8829,0.48,0.49,0.47,0.14,0.15,0.13,-47.1415,-51.7731,-28.8895,-29.7507,-34.7883,-36.9923,-5.8214,-8.0232,-1.8643,0.0977,-4.1281,-3.4932,0.0092,-0.1011,0.0714,0.1513,0.0331,-0.0062,-0.1012,-0.0204,-0.0076,0.0259,-0.0497,0.006
LYL1_TP53TG5,31.734375,27.89,29.4516,26.9065,0.22,0.23,0.2,0.13,0.15,0.11,-42.3049,-80.5298,-29.904,-51.8343,-36.5376,-66.6317,-5.2072,-12.5551,1.8231,-7.4794,-1.5064,-10.0325,-0.1172,-0.4263,-0.0194,0.0831,-0.07,-0.1112,-0.074,0.0502,0.0055,0.1685,-0.0371,0.0901
SMAD3_RPL26,31.703125,75.64,76.5836,74.7054,0.53,0.55,0.5,0.18,0.22,0.14,-35.7293,-59.5375,-24.7818,-44.5026,-29.7293,-54.952,0.6877,-1.5169,1.3766,1.2283,0.9601,-0.4941,-0.0793,0.0441,-0.028,0.5493,-0.0615,0.3732,0.0029,0.0101,0.022,0.0688,0.0126,0.042
MYC_GABARAP,31.734375,43.18,43.5514,42.5128,0.29,0.29,0.28,0.69,0.81,0.53,-82.4647,-41.7565,-37.2001,-19.102,-59.1214,-32.7207,-3.723,-3.387,-0.798,1.3686,-2.202,-1.8089,-0.097,-0.0223,0.2408,0.013,0.0033,-0.0035,-0.161,0.01,-0.0478,0.0376,-0.0979,0.0199
TP53_PTTG1IP,31.734375,59.38,61.3346,57.1822,0.42,0.44,0.41,0.18,0.3,0.12,-47.7406,-60.8621,-36.0929,-33.9493,-40.727,-44.112,-3.9454,-2.9982,-2.2191,1.2844,-2.846,-1.167,-0.8102,-0.0696,-0.1936,0.6569,-0.42,0.1679,-0.0537,-0.0114,0.0097,0.1129,-0.0213,0.056
DDX6_IAPP,31.71875,63.45,65.3225,61.5282,0.51,0.61,0.43,0.21,0.32,0.14,-45.7182,-63.1986,-22.7463,-44.0305,-34.1961,-54.5591,-3.3612,3.3306,3.6437,17.4905,0.1053,10.842,-0.1221,-0.4363,0.2195,0.2769,-0.0227,-0.044,-0.0161,-0.3173,0.0395,-0.1025,0.0047,-0.1758
CDKN2A_SETD4,31.671875,80.42,80.9071,79.0473,0.69,0.71,0.68,0.15,0.22,0.12,-38.519,-40.2619,-29.8571,-33.3656,-34.5543,-38.4571,-8.0331,-0.4761,-3.8917,0.5379,-5.4217,0.1632,0.002,-0.0521,0.0563,0.0735,0.031,-0.0106,-0.0564,-0.001,-0.008,0.0163,-0.0304,0.006
CDKN2A_P2RX6,31.734375,69.66,72.7907,67.4193,0.52,0.54,0.51,0.19,0.32,0.15,-60.8309,-40.8215,-28.2667,-29.0622,-36.7635,-36.7222,-5.9173,-1.4341,-2.2962,1.7466,-3.6217,0.4086,-0.0985,-0.1024,0.0488,0.2273,-0.0269,0.072,-0.0401,-0.015,-0.0005,0.0035,-0.0281,-0.008
SSX2_PRPSAP1,31.71875,61.29,62.4254,60.7774,0.59,0.6,0.58,0.14,0.16,0.13,-50.1927,-80.9386,-21.5882,-40.9483,-36.9348,-54.8259,2.0583,-3.1402,8.085,-0.5672,5.2485,-1.9688,-0.1576,-0.1511,-0.0501,0.2395,-0.0972,0.007,-0.2183,-0.0268,-0.1127,0.0328,-0.149,0.0074
CCNE1_CDKN1A,31.71875,63.28,64.3641,62.2688,0.62,0.63,0.6,0.62,0.64,0.59,-35.3967,-56.5383,-31.2656,-47.4145,-33.3229,-52.6377,2.1437,-8.6361,4.0802,-3.2814,3.2406,-5.9016,-0.1004,0.053,0.0967,0.2841,-0.0008,0.1869,-0.0346,-0.0483,0.0022,0.1488,-0.0173,0.085
CCND3_ATF5,31.703125,53.82,55.1317,52.9925,0.49,0.51,0.48,0.21,0.37,0.15,-37.6676,-80.6067,-31.6922,-59.1137,-33.964,-68.8319,-3.119,-7.2095,-1.2397,3.3507,-2.0678,-1.6444,0.0239,-0.031,0.0776,0.1762,0.0432,0.0696,0.0284,-0.08,0.0391,0.0039,0.0349,-0.0426
RXRA_UCN2,31.734375,51.86,53.1002,51.4106,0.44,0.46,0.42,0.23,0.26,0.21,-17.1971,-79.4105,-6.0146,-68.2374,-10.8527,-73.9474,-4.5581,-5.4296,-1.7982,-1.8329,-3.1045,-3.519,-0.0316,-0.0815,0.1052,0.1912,0.0183,0.0462,-0.007,-0.0612,0.056,0.145,0.0271,0.0217
POU5F1_HMGB1,31.734375,52.22,53.2568,51.3022,0.28,0.3,0.26,0.13,0.15,0.11,-45.4582,-63.7883,-23.7902,-53.7624,-32.1421,-58.086,-1.4781,-2.8146,0.6252,0.225,-0.4567,-1.2478,-0.1287,-0.2249,0.1126,-0.0601,-0.0075,-0.1447,-0.0975,-0.0325,-0.0602,0.0075,-0.0725,-0.0165
CEBPA_NUDT5,31.734375,47.7,48.3788,46.804,0.39,0.4,0.39,0.22,0.39,0.12,-64.6982,-43.1773,-38.491,-27.2229,-50.1898,-33.8015,0.921,-2.7888,7.5274,-1.228,4.7893,-1.8377,-0.189,-0.0537,0.3827,0.0329,-0.0155,-0.0137,-0.1226,-0.0239,-0.0341,0.026,-0.0675,-0.0076
CCND1_NSL1,31.703125,52.96,53.9827,51.1536,0.5,0.52,0.48,0.26,0.42,0.13,-41.618,-78.7075,-29.7361,-38.1575,-35.6805,-57.4495,-3.7296,-6.7103,-1.9509,5.8846,-3.0918,1.3774,-0.0721,-0.134,-0.0155,0.3702,-0.0424,0.0716,-0.0533,-0.1125,0.0034,-0.034,-0.026,-0.0737
SET_PDCL,31.734375,55.28,57.4936,54.3838,0.37,0.38,0.37,0.12,0.13,0.12,-32.2443,-67.5545,-23.2258,-31.9873,-28.8096,-47.0307,0.3545,-1.8587,2.815,8.8887,1.1566,2.8162,-0.013,-0.0331,0.0405,0.1358,0.0094,0.0442,0.013,-0.0339,0.0445,0.0416,0.0346,0.0115
RPL5_LBX1,31.71875,59.5,60.6216,57.9047,0.46,0.47,0.45,0.14,0.15,0.13,-64.9289,-44.314,-30.2125,-19.5635,-45.6196,-33.6548,-2.8604,6.1816,-0.6776,10.3502,-1.5019,7.6957,-0.1028,-0.1645,0.1324,0.2254,0.0334,-0.006,-0.0376,-0.1611,-0.0006,-0.1122,-0.0269,-0.1356
MYD88_SIAH1,31.703125,76.59,80.2766,74.375,0.46,0.49,0.44,0.24,0.61,0.12,-60.4756,-31.4612,-38.8881,-26.4221,-50.5255,-28.806,-13.1585,-1.8305,-1.2265,-0.6627,-4.2986,-1.0496,-0.1924,0.0091,0.0974,0.0923,-0.1009,0.0471,-0.0473,-0.0161,-0.0006,0.0044,-0.0209,-0.0068
DDB2_CKLF,31.734375,70.9,72.4144,68.3696,0.62,0.63,0.6,0.18,0.23,0.13,-45.8287,-61.7011,-28.0742,-32.7548,-37.0376,-44.3342,-3.4504,-5.7213,-0.523,-4.417,-2.4683,-4.968,-0.0281,-0.3468,0.1952,-0.0617,0.0623,-0.1701,-0.0353,-0.0484,0.0237,0.0391,0.0036,0.0035
LMO2_RNF39,31.6875,52.03,53.6362,50.2653,0.41,0.43,0.4,0.17,0.21,0.14,-58.5135,-64.9138,-42.2137,-35.0329,-48.6136,-43.3964,-23.4567,-5.5365,-6.3629,-0.9889,-14.2975,-3.6708,-0.2298,-0.0109,0.0785,0.0894,-0.0661,0.035,-0.0217,-0.0446,0.0477,0.0483,0.0165,-0.0093
TP53_TRAT1,31.734375,50.35,51.5793,49.1954,0.41,0.42,0.41,0.14,0.16,0.13,-39.0799,-63.0374,-35.6425,-36.8735,-37.7352,-49.1519,-3.3663,-6.7459,-2.0133,3.8895,-2.6222,-0.2521,-0.4352,-0.1545,0.0798,0.3487,-0.2237,0.1572,-0.056,-0.0456,-0.0146,0.0377,-0.0261,-0.0032
JUN_MITD1,31.6875,53.39,55.2944,52.0405,0.36,0.38,0.34,0.18,0.33,0.12,-62.1138,-41.4806,-7.6098,-24.4324,-37.0722,-32.6729,-0.3464,-2.4801,6.0252,-0.6023,3.6998,-1.2601,-0.1562,-0.3777,0.3468,0.0353,0.0228,-0.1016,-0.061,-0.0551,-0.0087,-0.006,-0.0436,-0.0348
EIF3E_H3C13,31.71875,67.15,68.7013,65.3064,0.67,0.7,0.65,0.22,0.31,0.15,-34.5473,-36.5511,-23.2695,-15.1963,-27.9369,-25.27,-5.731,-6.9861,-4.2665,11.4545,-4.7703,2.845,-0.0506,-0.111,0.0274,0.0589,-0.0117,-0.0339,-0.0216,-0.0866,0.0079,0.1978,-0.0078,0.1001
HMGA1_PPARG,31.703125,62.57,63.3874,61.2269,0.53,0.54,0.52,0.16,0.23,0.14,-65.795,-37.4285,-30.4766,-6.3141,-43.6177,-27.0756,-7.6333,-3.198,-0.1767,-1.2231,-4.7774,-2.3379,-0.2974,-0.1096,0.2457,0.3152,-0.0272,0.067,-0.1773,-0.0284,0.054,-0.0077,-0.0757,-0.0166
TP53_BLOC1S5,31.75,56.54,62.0598,51.7039,0.4,0.41,0.39,0.11,0.14,0.09,-51.9475,-46.8394,-35.6709,-22.123,-44.5853,-32.1782,-4.622,-10.4446,-3.7849,5.0531,-4.111,-1.3139,-0.1718,-0.2879,0.2543,0.2793,0.0089,-0.0535,-0.0606,-0.0585,0.0241,0.0013,-0.0218,-0.025
TP53_NDUFB5,31.734375,50.26,52.1013,48.4388,0.42,0.44,0.41,0.17,0.23,0.12,-50.1264,-38.9568,-32.4055,-32.0328,-41.0406,-35.4595,-5.4726,-5.0978,-3.4121,1.4797,-4.3731,-1.7141,-0.7171,-0.3822,-0.1536,0.0728,-0.3309,-0.0956,-0.0309,-0.0398,-0.0065,0.041,-0.0208,-0.011
SMAD3_TMEM50A,31.703125,74.68,75.6857,73.5035,0.55,0.57,0.53,0.19,0.21,0.17,-33.4947,-77.6827,-22.9363,-51.4175,-28.9885,-65.4045,0.5452,-4.1957,1.9208,-1.858,0.9484,-3.0966,-0.127,-0.4582,-0.0036,0.1129,-0.0743,-0.0993,-0.0025,0.0314,0.0271,0.1077,0.0133,0.0774
CDKN1B_NR2E1,31.71875,53.22,54.0463,51.4676,0.42,0.42,0.41,0.14,0.15,0.13,-58.4378,-50.7158,-38.0005,-32.0437,-47.5488,-41.8875,-5.2779,-5.1336,-3.3075,0.8823,-4.6052,-3.4361,-0.3756,-0.1356,0.0165,0.1473,-0.2074,-0.0086,-0.0412,-0.0395,0.0608,0.0396,0.0026,-0.0035
TP53_PARK7,31.734375,68.78,69.2267,68.0385,0.41,0.42,0.4,0.15,0.18,0.11,-52.56,-37.9539,-35.1705,-30.9014,-42.3108,-35.1587,-3.1759,-1.5314,-0.8222,-0.1506,-2.1285,-0.9852,-0.671,-0.0699,-0.0704,0.041,-0.2925,-0.0039,-0.076,-0.0105,-0.0373,0.0095,-0.0577,-0.002
CCND1_GNPDA1,31.671875,78.21,80.2279,76.2877,0.5,0.52,0.5,0.17,0.21,0.14,-44.9463,-37.9781,-30.3692,-28.2824,-37.0534,-32.4086,-2.4362,2.612,-0.7522,5.1026,-1.3461,4.1845,-0.0636,0.0689,-0.0189,0.2913,-0.0406,0.1537,-0.0855,-0.0831,-0.0524,-0.0105,-0.0634,-0.0457
MYC_RAB5IF,31.71875,34.92,38.3083,32.592,0.23,0.23,0.22,0.18,0.21,0.14,-46.6996,-63.791,-30.5796,-33.3536,-37.9005,-47.6723,-2.258,-7.8328,0.5295,-0.3462,-1.1424,-3.802,-0.4266,-0.0215,-0.0281,0.4925,-0.1863,0.1361,-0.0852,0.0375,-0.0029,0.0588,-0.0487,0.0469
MDM2_SPINK4,31.75,38.92,39.4801,38.627,0.26,0.27,0.25,0.22,0.26,0.2,-54.6238,-65.6175,-24.3124,-39.2929,-36.4377,-49.8271,-0.2324,-16.8499,1.3642,0.4591,0.7766,-5.511,-0.2173,-0.044,-0.0173,0.052,-0.1109,0.0111,-0.0191,-0.1182,0.0128,0.0372,-0.0008,-0.0337
SMAD3_BTG2,31.71875,73.42,75.5052,71.9736,0.57,0.61,0.53,0.42,0.62,0.21,-41.6904,-72.915,-32.5004,-43.0708,-36.427,-63.1972,-2.4476,-8.5203,1.3539,-0.0608,0.2116,-4.2197,-0.0806,-0.0589,-0.0003,0.0402,-0.0367,0.0128,-0.0233,0.0382,0.0181,0.116,-0.0029,0.087
TP53_VSNL1,31.734375,62.71,64.8982,60.9051,0.41,0.42,0.39,0.3,0.46,0.19,-76.7007,-55.8452,-59.4248,-39.5877,-67.0159,-47.0513,-6.9249,-5.8816,-3.796,-3.1106,-5.6512,-4.0321,-0.2891,-0.0682,0.0842,-0.0175,-0.0456,-0.0375,-0.0493,-0.0085,0.0278,0.029,-0.0205,0.0081
TP53_BAX,31.71875,59.66,61.6047,58.5756,0.42,0.43,0.41,0.21,0.24,0.17,-55.4874,-42.7113,-40.2369,-29.1874,-47.9972,-34.7592,-9.3897,-4.1258,-3.1803,-1.4211,-5.7051,-2.2392,-0.2178,-0.1169,0.0985,0.0277,-0.13,-0.0092,-0.0583,-0.0241,-0.0006,0.043,-0.0275,0.0107
MAPK1_MYOG,31.703125,63.24,64.6355,61.791,0.64,0.65,0.63,0.26,0.4,0.21,-35.86,-75.7858,-25.3918,-59.9101,-31.9908,-64.7378,-1.2408,-13.4327,-0.5086,5.639,-0.7571,-1.2313,-0.0398,-0.3571,0.0398,0.0516,0.0037,-0.1789,-0.027,-0.094,0.001,-0.0027,-0.0161,-0.0506
CREB1_VENTX,31.734375,35.64,36.8154,35.2269,0.25,0.27,0.24,0.22,0.26,0.19,-39.5261,-43.3919,-12.3194,-16.1018,-28.7969,-33.3217,-1.9162,-3.1795,11.6501,-0.0691,7.0435,-1.3785,0.0891,0.0172,0.6006,0.612,0.196,0.3405,-0.0626,0.0171,0.0044,0.1196,-0.0293,0.0637
CDKN2A_MYC,31.71875,41.19,42.0735,40.6117,0.3,0.31,0.28,0.22,0.3,0.16,-45.4327,-61.0257,-35.3158,-42.4779,-41.3765,-51.6173,-6.112,-6.515,-4.2377,-1.698,-5.2424,-3.5865,-0.0764,-0.1776,0.0687,0.0336,0.0152,-0.0624,-0.0713,-0.0957,-0.0576,-0.0219,-0.0624,-0.0687
RAC1_B4GALT3,31.71875,73.94,75.0192,72.6135,0.54,0.56,0.53,0.14,0.15,0.13,-34.0243,-54.8382,-26.3091,-31.6032,-29.955,-45.0463,-2.0105,2.56,-0.7182,4.9513,-1.3319,4.0516,-0.0837,-0.0879,-0.0295,0.1425,-0.0612,0.05,-0.0163,-0.0497,0.0003,-0.0098,-0.0083,-0.0324
RPL5_CENPP,31.671875,68.52,70.1318,67.3805,0.43,0.44,0.42,0.13,0.16,0.12,-66.9037,-32.7111,-33.8458,-20.5079,-50.7281,-26.522,-2.0762,-7.9618,0.7914,2.4793,-0.9116,-2.6575,-0.1213,-0.0667,-0.048,0.0435,-0.088,-0.0036,-0.0302,-0.0455,-0.0088,0.0275,-0.022,-0.0126
IKZF3_SMIM5,31.71875,33.23,34.6764,30.3375,0.2,0.22,0.18,0.19,0.26,0.16,-42.5665,-64.4546,-21.9657,-40.4408,-30.8971,-53.596,-6.488,-16.4487,-2.2485,-10.6023,-4.3396,-13.519,-0.1767,-0.0904,0.0812,0.0599,-0.0385,-0.0156,-0.1,0.1014,0.0082,0.1986,-0.0321,0.1566
MTCP1_AKT1,31.578125,73.91,76.0265,71.8261,0.61,0.67,0.56,0.33,0.68,0.15,-52.7491,-48.0475,-39.0851,-30.6258,-48.1372,-40.4266,-9.2783,-3.2541,-5.0076,-0.3065,-7.1974,-1.8221,-0.0607,-0.0423,0.1095,0.1217,0.0344,0.0368,0.0149,-0.0032,0.0869,0.0426,0.0462,0.0201
MYC_CDKN2A,31.734375,41.12,41.9762,40.1065,0.3,0.31,0.28,0.22,0.37,0.16,-88.4448,-66.9689,-33.3033,-19.9363,-52.1546,-41.8774,-3.6234,-6.6381,1.542,-4.6341,-1.1089,-5.674,-0.5014,-0.3321,0.0327,0.0243,-0.1571,-0.0833,-0.1235,-0.0709,-0.0753,-0.001,-0.1016,-0.0451
CDKN2A_COLQ,31.6875,35.7,36.6812,34.7716,0.32,0.34,0.31,0.2,0.25,0.15,-34.6253,-51.8635,-26.1745,-31.3159,-31.1176,-43.1313,-5.3673,-17.7518,-3.8624,-7.3804,-4.5048,-11.114,-0.0207,-0.0658,0.0245,0.1571,0.0018,0.0305,-0.1329,-0.1141,-0.0344,0.0394,-0.073,-0.0602
DNAJB1_MLF2,31.71875,56.52,60.9152,54.1292,0.37,0.41,0.35,0.17,0.32,0.1,-46.7503,-29.5472,-24.6187,-5.1024,-35.9207,-15.896,-1.6191,4.7775,3.5655,11.8829,1.6495,9.0007,-0.165,-0.4613,0.0349,0.0167,-0.0399,-0.1757,-0.0583,-0.0734,0.0046,-0.0497,-0.0333,-0.063
SMAD3_PIN1,31.703125,71.71,73.0011,69.947,0.52,0.56,0.48,0.16,0.21,0.14,-41.3707,-38.154,-34.3843,-28.9079,-37.1296,-32.638,-4.3454,-1.9587,1.0576,4.202,-1.1236,0.9415,-0.0207,-0.1156,0.0772,0.2014,0.0281,0.0919,-0.0243,-0.0538,0.0206,0.0604,0.0003,0.0183
