gene,gencodeID_transcript_MANE
WDR45B,ENST00000392325
PDCD2,ENST00000541970
TBXA2R,ENST00000375190
PNCK,ENST00000340888
TRIB2,ENST00000155926
TMEM120A,ENST00000493111
MILR1,ENST00000619286
DUOXA1,ENST00000560572
AIM2,ENST00000368130
PRSS8,ENST00000317508
ARMC10,ENST00000323716
RBFA,ENST00000306735
HOMER2,ENST00000450735
MRGPRF,ENST00000309099
ALX3,ENST00000647563
BDH1,ENST00000392379
LRRC23,ENST00000443597
MRNIP,ENST00000292586
ADPRM,ENST00000379774
APTX,ENST00000379817
TMEM268,ENST00000288502
CFAP36,ENST00000349456
GALM,ENST00000272252
SIRPB2,ENST00000359801
RNLS,ENST00000331772
AQP7,ENST00000297988
SNX15,ENST00000377244
DCAF7,ENST00000614556
TTPAL,ENST00000262605
ABHD4,ENST00000428304
ETV2,ENST00000402764
SH3YL1,ENST00000356150
TMEM59L,ENST00000262817
PDIK1L,ENST00000374269
PLCXD2,ENST00000636933
LIMS2,ENST00000355119
MR1,ENST00000367580
PGLYRP3,ENST00000683862
RDH10,ENST00000240285
ARFIP2,ENST00000396777
PAX9,ENST00000361487
BBS5,ENST00000295240
CAB39,ENST00000258418
HSD17B7,ENST00000254521
ETV7,ENST00000340181
MOGAT3,ENST00000223114
CD2BP2,ENST00000305596
DNAJC22,ENST00000549441
CCNY,ENST00000374704
HNRNPA2B1,ENST00000618183
DDO,ENST00000368924
THOC6,ENST00000326266
QKI,ENST00000361752
GNB2,ENST00000303210
RFC5,ENST00000454402
REM2,ENST00000267396
SRR,ENST00000344595
GNB1,ENST00000378609
SHD,ENST00000543264
GPALPP1,ENST00000379151
DUSP12,ENST00000367943
DMC1,ENST00000216024
NSUN3,ENST00000314622
SLC10A7,ENST00000335472
RASSF1,ENST00000359365
SPATC1L,ENST00000291672
MCHR2,ENST00000281806
SFXN5,ENST00000272433
DNAJB1,ENST00000254322
CLYBL,ENST00000339105
SLC51A,ENST00000296327
GNB4,ENST00000232564
GNB3,ENST00000229264
EI24,ENST00000278903
ST3GAL1,ENST00000522652
HMGCLL1,ENST00000274901
ARMC12,ENST00000373866
C17orf58,ENST00000580729
IGBP1,ENST00000356413
CENPN,ENST00000305850
TMEM120B,ENST00000449592
ANXA2,ENST00000451270
GP6,ENST00000417454
SARAF,ENST00000256255
FAM76B,ENST00000358780
AUH,ENST00000375731
LSP1,ENST00000311604
ERLIN2,ENST00000519638
NCF4,ENST00000248899
CTSB,ENST00000353047
RAD51,ENST00000267868
TRMT10A,ENST00000394876
TBP,ENST00000392092
DHRS7,ENST00000557185
SNRNP48,ENST00000342415
MRPL39,ENST00000352957
OPCML,ENST00000524381
FOSB,ENST00000353609
MDH2,ENST00000315758
TSSK4,ENST00000339917
SCAMP1,ENST00000621999
ZPBP2,ENST00000348931
AHSA1,ENST00000216479
PHYH,ENST00000263038
FBP1,ENST00000375326
HEMK1,ENST00000232854
DFFB,ENST00000378209
UBIAD1,ENST00000376810
PARP11,ENST00000228820
ZFP36L1,ENST00000439696
SLC25A37,ENST00000519973
TFAP4,ENST00000204517
HLA-G,ENST00000360323
CA14,ENST00000369111
DCPS,ENST00000263579
SLC35A1,ENST00000369552
TMEM116,ENST00000552374
GIMAP2,ENST00000223293
IFNGR2,ENST00000290219
CDC37L1,ENST00000381854
RASSF6,ENST00000307439
ABHD6,ENST00000478253
SLC35D2,ENST00000253270
CSNK1A1,ENST00000377843
ZDHHC15,ENST00000373367
APOL2,ENST00000358502
HEY2,ENST00000368364
CAB39L,ENST00000409308
ERI3,ENST00000372257
TAMM41,ENST00000455809
MTARC1,ENST00000366910
TALDO1,ENST00000319006
ACMSD,ENST00000356140
CD226,ENST00000582621
NDFIP2,ENST00000218652
VPS26B,ENST00000281187
ACKR1,ENST00000368122
RNF2,ENST00000367510
GRTP1,ENST00000375431
PEX16,ENST00000378750
TMEM19,ENST00000266673
CDC123,ENST00000281141
TBC1D21,ENST00000300504
ST6GALNAC5,ENST00000477717
PLK5,ENST00000454744
MEST,ENST00000223215
PSG5,ENST00000342951
STX18,ENST00000306200
PSG11,ENST00000320078
LRRC39,ENST00000370137
HOXA1,ENST00000643460
NFYC,ENST00000447388
SLAMF1,ENST00000302035
SH2D6,ENST00000469800
SLAMF7,ENST00000368043
GLRX3,ENST00000331244
SLC39A11,ENST00000255559
ZNF396,ENST00000589332
DECR1,ENST00000220764
SPDEF,ENST00000374037
MAGT1,ENST00000618282
GAPDH,ENST00000229239
PLAUR,ENST00000340093
CD1D,ENST00000674085
MTARC2,ENST00000366913
B3GAT3,ENST00000265471
CTSH,ENST00000220166
ARHGEF39,ENST00000378387
NDE1,ENST00000396354
FAS,ENST00000652046
RAD51AP1,ENST00000352618
POLB,ENST00000265421
CCDC68,ENST00000591504
ASB1,ENST00000264607
MTG1,ENST00000317502
LCMT1,ENST00000399069
VAX1,ENST00000369206
COPS5,ENST00000357849
DHDH,ENST00000221403
MAT2B,ENST00000321757
GMNC,ENST00000442080
OSTM1,ENST00000193322
WDR54,ENST00000348227
B3GAT1,ENST00000312527
USP50,ENST00000532404
BTN3A2,ENST00000377708
MOGAT2,ENST00000198801
SNAPC2,ENST00000221573
COX18,ENST00000507544
ELMOD1,ENST00000265840
XRCC4,ENST00000396027
PSTPIP2,ENST00000409746
CNMD,ENST00000377962
CTSV,ENST00000259470
STPG1,ENST00000337248
PPA2,ENST00000341695
MAP2K6,ENST00000590474
LDHB,ENST00000350669
ZIC4,ENST00000383075
MDH1,ENST00000233114
AMD1,ENST00000368885
RSRC1,ENST00000611884
RAET1G,ENST00000367360
ST3GAL4,ENST00000444328
AMMECR1,ENST00000262844
DHDDS,ENST00000236342
SUGT1,ENST00000310528
CTSL,ENST00000343150
ST6GALNAC6,ENST00000373146
MTFR1,ENST00000262146
NDUFAF6,ENST00000396124
GIPC1,ENST00000393033
ETFA,ENST00000557943
ANKRD2,ENST00000370655
FAXDC2,ENST00000326080
CGRRF1,ENST00000216420
PITPNC1,ENST00000581322
LDHA,ENST00000422447
NEIL2,ENST00000284503
CXorf58,ENST00000379211
CD300LG,ENST00000317310
SLC25A16,ENST00000609923
SLAMF6,ENST00000368057
KCNK17,ENST00000373231
TP53I3,ENST00000238721
TOR1A,ENST00000351698
FAM9A,ENST00000381003
HNRNPAB,ENST00000358344
CHORDC1,ENST00000320585
KDSR,ENST00000645214
MICA,ENST00000449934
LDHC,ENST00000541669
LDHAL6A,ENST00000280706
CENATAC,ENST00000334418
ZNF747,ENST00000693075
SPON2,ENST00000290902
GDE1,ENST00000353258
ST3GAL6,ENST00000483910
NT5C3A,ENST00000610140
RABGGTB,ENST00000319942
PARVG,ENST00000444313
CTSS,ENST00000368985
CSTPP1,ENST00000278460
CCDC92,ENST00000238156
SLC35B4,ENST00000378509
UBXN2B,ENST00000399598
PRKAG1,ENST00000548065
RDH13,ENST00000415061
PHF11,ENST00000378319
CFAP119,ENST00000543610
EPM2A,ENST00000367519
RFNG,ENST00000310496
MS4A4E,ENST00000651255
DFFA,ENST00000377038
GSG1L,ENST00000447459
PAQR5,ENST00000395407
FAM86B2,ENST00000262365
PDLIM4,ENST00000253754
DHRSX,ENST00000334651
EXTL2,ENST00000370114
HSDL1,ENST00000219439
SCD5,ENST00000319540
GRAP2,ENST00000344138
CFHR3,ENST00000367425
PPP1CA,ENST00000376745
CFHR1,ENST00000320493
TLX1,ENST00000370196
ZRANB2,ENST00000370920
EEF2KMT,ENST00000427587
GINM1,ENST00000367419
PHYHIP,ENST00000454243
AIP,ENST00000279146
NME9,ENST00000333911
CNTD1,ENST00000588408
GFI1B,ENST00000372122
C6orf163,ENST00000388923
SDSL,ENST00000403593
CD86,ENST00000330540
C3orf38,ENST00000318887
CASTOR1,ENST00000407689
ASB5,ENST00000296525
PTGR1,ENST00000407693
ABHD17C,ENST00000258884
RCE1,ENST00000309657
PLSCR4,ENST00000354952
CNN3,ENST00000370206
SCAMP2,ENST00000268099
CRYZ,ENST00000340866
TSPAN17,ENST00000508164
NAXD,ENST00000680254
CTSK,ENST00000271651
TECTB,ENST00000646139
NIPA1,ENST00000337435
FTSJ1,ENST00000348411
GIMAP4,ENST00000255945
BABAM1,ENST00000598188
KCTD13,ENST00000568000
SCML1,ENST00000380041
MSI2,ENST00000284073
CA10,ENST00000451037
PINX1,ENST00000314787
DLX2,ENST00000234198
ARRDC5,ENST00000650722
SIGLEC15,ENST00000389474
GNRHR,ENST00000226413
BUB3,ENST00000368865
HSD17B1,ENST00000585807
RAD51D,ENST00000345365
GPM6B,ENST00000316715
GRHPR,ENST00000318158
UCHL5,ENST00000367454
CD84,ENST00000368054
RNF175,ENST00000347063
CREB1,ENST00000353267
PNRC1,ENST00000336032
GPS2,ENST00000380728
HOGA1,ENST00000370646
ZNF444,ENST00000337080
VPS26A,ENST00000263559
C1orf198,ENST00000366663
FKBP6,ENST00000252037
NDUFAF1,ENST00000260361
B4GALT7,ENST00000029410
ANXA8,ENST00000585281
PPP1CB,ENST00000395366
GET4,ENST00000265857
RNF121,ENST00000361756
MAPRE2,ENST00000300249
COQ5,ENST00000288532
GNB1L,ENST00000329517
NIT1,ENST00000368009
BCL2L14,ENST00000308721
EMB,ENST00000303221
VSIG2,ENST00000326621
COPS6,ENST00000303904
ANXA8L1,ENST00000619162
ADORA1,ENST00000337894
FBXL12,ENST00000247977
TMEM255B,ENST00000375353
MPPED1,ENST00000443721
ELAVL1,ENST00000407627
DEDD2,ENST00000596251
PEX10,ENST00000447513
RASSF2,ENST00000379400
FOSL2,ENST00000264716
VGLL3,ENST00000398399
AKR1D1,ENST00000242375
CDK6,ENST00000424848
ZFP36,ENST00000597629
NUP35,ENST00000295119
DNAJB6,ENST00000262177
RPRD1B,ENST00000373433
MLST8,ENST00000569417
NUP37,ENST00000552283
TNIP3,ENST00000057513
TMEM255A,ENST00000371369
IRF1,ENST00000245414
IL10RB,ENST00000290200
PLPPR1,ENST00000374874
HMGCL,ENST00000374490
MACROD1,ENST00000255681
IGFBP2,ENST00000233809
DBP,ENST00000222122
AKR1A1,ENST00000351829
SLC25A14,ENST00000545805
LDAH,ENST00000237822
ACP5,ENST00000648477
CLBA1,ENST00000547315
DHRS7B,ENST00000395511
ZC2HC1A,ENST00000263849
SLC35A3,ENST00000533028
TSFM,ENST00000652027
NPDC1,ENST00000371601
STX16,ENST00000371141
SPACA6,ENST00000637797
PSMD7,ENST00000219313
PITX2,ENST00000644743
TMEM171,ENST00000454765
TMEM68,ENST00000434581
FAM228B,ENST00000615575
SLC39A1,ENST00000356205
ALG5,ENST00000239891
NKX2-5,ENST00000329198
DNAJB2,ENST00000336576
BRMS1L,ENST00000216807
CALHM2,ENST00000260743
AKR1C2,ENST00000380753
CYRIA,ENST00000381323
MRPS35,ENST00000081029
SLC25A22,ENST00000628067
AQP4,ENST00000383168
ZNF784,ENST00000325351
PTPA,ENST00000393370
YDJC,ENST00000292778
CD47,ENST00000361309
SLC25A27,ENST00000371347
CAMKMT,ENST00000378494
ANXA3,ENST00000264908
AKR1C4,ENST00000263126
NUDT18,ENST00000611621
PPP1CC,ENST00000335007
AKR1C1,ENST00000380872
CLEC11A,ENST00000250340
PLCXD1,ENST00000381657
ASB11,ENST00000480796
TMEM59,ENST00000234831
MORF4L1,ENST00000426013
DEGS2,ENST00000305631
AKR1C3,ENST00000380554
PEX7,ENST00000318471
CCNH,ENST00000256897
SLC35B1,ENST00000240333
ARG1,ENST00000368087
SFXN2,ENST00000369893
RBKS,ENST00000302188
LYVE1,ENST00000256178
CXXC5,ENST00000302517
SFXN1,ENST00000321442
C21orf58,ENST00000291691
PBK,ENST00000301905
SEC13,ENST00000350697
PARP16,ENST00000649807
RBMX2,ENST00000305536
ANXA4,ENST00000394295
CTSO,ENST00000433477
GFUS,ENST00000425753
TOR2A,ENST00000373284
LRRC46,ENST00000269025
PLPPR5,ENST00000263177
MFNG,ENST00000356998
ZAR1L,ENST00000533490
FBL,ENST00000221801
RASSF4,ENST00000340258
TMUB2,ENST00000538716
FCER2,ENST00000597921
ANXA5,ENST00000296511
EIF3G,ENST00000253108
PGAP3,ENST00000300658
DUOXA2,ENST00000323030
NPL,ENST00000367553
AIMP2,ENST00000223029
NUBP1,ENST00000283027
ZNF330,ENST00000262990
IMPACT,ENST00000284202
PYCR2,ENST00000343818
AKR1E2,ENST00000298375
SLC25A19,ENST00000416858
VSTM4,ENST00000332853
TSPAN32,ENST00000182290
MVB12B,ENST00000361171
OGFOD3,ENST00000313056
NUBPL,ENST00000281081
CRYL1,ENST00000298248
FBXO8,ENST00000393674
DHRS9,ENST00000674881
GPA33,ENST00000367868
CXorf38,ENST00000327877
ACY3,ENST00000255082
PYCR1,ENST00000329875
SHOX2,ENST00000483851
ZNF138,ENST00000307355
ACOT8,ENST00000217455
DEDD,ENST00000368006
COQ9,ENST00000262507
GGH,ENST00000260118
METTL9,ENST00000358154
BST1,ENST00000265016
ASB7,ENST00000332783
ADORA3,ENST00000241356
DERA,ENST00000428559
PRPS2,ENST00000380668
SRD5A3,ENST00000264228
FYTTD1,ENST00000241502
PRPS1,ENST00000372435
RDH5,ENST00000257895
RDH11,ENST00000381346
CGREF1,ENST00000402394
PLSCR1,ENST00000342435
APEX1,ENST00000216714
UPP2,ENST00000005756
ZNF771,ENST00000319296
UBE2U,ENST00000371077
DUS4L,ENST00000265720
MPST,ENST00000429360
FCGR2A,ENST00000271450
TNFSF11,ENST00000398795
SUPT3H,ENST00000371459
HSD17B6,ENST00000322165
RCN2,ENST00000394885
RNF41,ENST00000345093
HMG20B,ENST00000333651
RLBP1,ENST00000268125
RACK1,ENST00000512805
VGLL2,ENST00000326274
RPLP0,ENST00000392514
NFKBIA,ENST00000216797
LGALS8,ENST00000366584
C16orf86,ENST00000403458
PRSS22,ENST00000161006
RFPL3,ENST00000249007
AKR1B1,ENST00000285930
YIPF2,ENST00000586748
KNSTRN,ENST00000249776
JMJD7,ENST00000397299
ANXA13,ENST00000419625
HMOX2,ENST00000570646
CCDC42,ENST00000293845
SNX20,ENST00000330943
FAIM2,ENST00000320634
TMEM231,ENST00000258173
NUDT6,ENST00000304430
TRMT10B,ENST00000297994
TNFAIP1,ENST00000226225
DNAJB13,ENST00000339764
POLR3F,ENST00000377603
RDH12,ENST00000551171
NGDN,ENST00000408901
SLC25A18,ENST00000327451
C11orf54,ENST00000354421
PGAP2,ENST00000278243
CYB5RL,ENST00000534324
ZNF691,ENST00000651192
CALHM6,ENST00000368605
PIH1D2,ENST00000280350
CALU,ENST00000249364
WDR83,ENST00000418543
EIF2S1,ENST00000256383
SLC25A32,ENST00000297578
AAGAB,ENST00000261880
RHBDD1,ENST00000392062
LRRC75B,ENST00000318753
RPH3AL,ENST00000331302
TYW5,ENST00000354611
SLC25A11,ENST00000225665
WDR38,ENST00000373574
DDRGK1,ENST00000354488
C4orf19,ENST00000381980
EPCAM,ENST00000263735
CCDC74B,ENST00000409943
CALHM4,ENST00000368596
SERHL2,ENST00000327678
PRSS21,ENST00000005995
CPPED1,ENST00000381774
RMDN1,ENST00000406452
TMEM248,ENST00000341567
BNIP2,ENST00000607373
HADH,ENST00000309522
SLC39A3,ENST00000269740
CRYM,ENST00000572914
FAHD2A,ENST00000233379
YIF1B,ENST00000339413
SLC25A44,ENST00000359511
SPP1,ENST00000395080
PITX1,ENST00000265340
GDPD1,ENST00000284116
KCTD17,ENST00000403888
FAHD2B,ENST00000414820
SFRP1,ENST00000220772
ATG3,ENST00000283290
BCCIP,ENST00000278100
LGALS12,ENST00000394618
NEK6,ENST00000320246
SGTA,ENST00000221566
STYXL1,ENST00000359697
SPDYA,ENST00000334056
C11orf65,ENST00000393084
PRKRA,ENST00000325748
TYMS,ENST00000323274
UNG,ENST00000242576
MYEOV,ENST00000441339
DHRS1,ENST00000288111
DIMT1,ENST00000199320
SYP,ENST00000263233
LUZP4,ENST00000371920
TEX264,ENST00000341333
SLC35E3,ENST00000398004
GAS2,ENST00000454584
MGLL,ENST00000265052
ASPA,ENST00000263080
FCN2,ENST00000291744
KCTD10,ENST00000228495
TRADD,ENST00000345057
UCP3,ENST00000314032
HSD17B12,ENST00000278353
OXNAD1,ENST00000285083
AIMP1,ENST00000672341
RPUSD1,ENST00000007264
NAPG,ENST00000322897
RNASEH2B,ENST00000336617
RPRD1A,ENST00000399022
CA4,ENST00000300900
OSR2,ENST00000297565
CCDC74A,ENST00000409856
FGL1,ENST00000427924
CIAPIN1,ENST00000394391
PDXK,ENST00000291565
MTX3,ENST00000512528
SLC25A36,ENST00000324194
PPIL6,ENST00000521072
TMBIM1,ENST00000258412
RNF126,ENST00000292363
SLC25A48,ENST00000681962
PPCS,ENST00000372561
JKAMP,ENST00000616435
RDH8,ENST00000591589
MED27,ENST00000292035
METRNL,ENST00000320095
CLN6,ENST00000249806
DHRS7C,ENST00000571134
TREML1,ENST00000426005
MRPL4,ENST00000253099
PAQR3,ENST00000512733
IL20RB,ENST00000329582
SLC25A1,ENST00000215882
HSD17B3,ENST00000375263
GPN2,ENST00000374135
SIRT5,ENST00000606117
NTAN1,ENST00000287706
C14orf28,ENST00000325192
USF1,ENST00000368021
SDC1,ENST00000254351
TSEN34,ENST00000396388
AMMECR1L,ENST00000272647
ABHD17A,ENST00000292577
FCGR2B,ENST00000358671
UPP1,ENST00000395564
ZFPL1,ENST00000294258
JAM3,ENST00000299106
TAF8,ENST00000372977
PARM1,ENST00000307428
PPP2CB,ENST00000221138
AASDHPPT,ENST00000278618
RSPH1,ENST00000291536
UBFD1,ENST00000395878
CNN2,ENST00000263097
SLC39A2,ENST00000298681
ZDHHC19,ENST00000296326
UPRT,ENST00000373383
PPP2CA,ENST00000481195
SDR16C5,ENST00000303749
THAP7,ENST00000215742
FN3KRP,ENST00000269373
UCP2,ENST00000663595
WBP2NL,ENST00000328823
AURKC,ENST00000302804
MNAT1,ENST00000261245
GDF15,ENST00000252809
TECR,ENST00000215567
TSPY10,ENST00000428845
SAP30BP,ENST00000584667
GTF2H3,ENST00000543341
TSPY1,ENST00000451548
TOMM40L,ENST00000367988
TSPY8,ENST00000287721
FSTL1,ENST00000295633
HAGH,ENST00000397356
ZDHHC7,ENST00000313732
SLC25A47,ENST00000361529
RIMS3,ENST00000372684
TSPY2,ENST00000320701
COPE,ENST00000262812
STPG3,ENST00000412566
CA6,ENST00000377443
TSPY3,ENST00000457222
SPG21,ENST00000204566
ASRGL1,ENST00000415229
BPNT1,ENST00000322067
AQP12B,ENST00000407834
KCNK7,ENST00000340313
PPP4C,ENST00000279387
NMNAT2,ENST00000287713
HORMAD2,ENST00000336726
UFD1,ENST00000263202
SLC39A9,ENST00000336643
FAM76A,ENST00000373954
VTA1,ENST00000367630
CCNP,ENST00000430325
CCDC24,ENST00000372318
SEC22A,ENST00000492595
EPSTI1,ENST00000313624
SLC25A17,ENST00000435456
GIMAP5,ENST00000358647
FAM107B,ENST00000181796
MRPL45,ENST00000613675
DOK5,ENST00000262593
LYSMD3,ENST00000315948
RPF2,ENST00000441448
AIDA,ENST00000340020
PRRT1,ENST00000211413
EBNA1BP2,ENST00000236051
PPT1,ENST00000642050
YIPF1,ENST00000072644
PABPN1,ENST00000216727
ABHD11,ENST00000222800
RTF2,ENST00000357348
RALY,ENST00000246194
ASGR2,ENST00000691900
MRPL2,ENST00000388752
TSPAN12,ENST00000222747
KIAA1191,ENST00000298569
STK16,ENST00000396738
ACBD4,ENST00000321854
CDKN1C,ENST00000440480
NANOG,ENST00000229307
PEX26,ENST00000399744
RNPS1,ENST00000320225
LRRC25,ENST00000339007
EIF2B1,ENST00000424014
CA5A,ENST00000649794
ANKRD23,ENST00000318357
PPP6C,ENST00000373547
SPATA4,ENST00000280191
GNPTG,ENST00000204679
DNASE1L3,ENST00000394549
PRR16,ENST00000407149
HEY1,ENST00000354724
SLC25A38,ENST00000650617
CRK,ENST00000300574
SULT1C3,ENST00000681802
GULP1,ENST00000409830
MBP,ENST00000355994
DPPA4,ENST00000335658
DTWD1,ENST00000403028
NCR1,ENST00000291890
GSX2,ENST00000326902
DCUN1D3,ENST00000324344
HOXC11,ENST00000546378
NTHL1,ENST00000651570
DNAJC17,ENST00000220496
IFT46,ENST00000264021
TFPI,ENST00000233156
STUB1,ENST00000219548
CDK4,ENST00000257904
PILRA,ENST00000198536
CRKL,ENST00000354336
PECR,ENST00000265322
SLC25A29,ENST00000359232
CASP7,ENST00000369318
SULT6B1,ENST00000535679
MTCH2,ENST00000302503
AFMID,ENST00000409257
CTSZ,ENST00000217131
TEF,ENST00000266304
SEC22C,ENST00000264454
RHBDL2,ENST00000372990
NUDT22,ENST00000279206
RELL2,ENST00000297164
SRM,ENST00000376957
DOHH,ENST00000427575
KLF7,ENST00000309446
GLYATL1,ENST00000532726
TMEM191C,ENST00000536718
STX17,ENST00000259400
PPT2,ENST00000324816
ALKBH4,ENST00000292566
SULT1C4,ENST00000272452
AP1AR,ENST00000274000
DNASE1L1,ENST00000369807
ECI1,ENST00000301729
NEK7,ENST00000367385
TIPIN,ENST00000261881
SUMF2,ENST00000434526
CCDC190,ENST00000367912
CYB5R3,ENST00000352397
SLC25A20,ENST00000319017
ANKRD29,ENST00000592179
SCO1,ENST00000255390
AQP10,ENST00000324978
HAVCR2,ENST00000307851
TCEA1,ENST00000521604
CRLS1,ENST00000378863
SLC25A15,ENST00000338625
XAF1,ENST00000361842
PPIE,ENST00000324379
ECHDC1,ENST00000454859
NOSIP,ENST00000596358
SLC25A35,ENST00000577745
TPGS2,ENST00000334295
GARIN1A,ENST00000682356
PLEKHA3,ENST00000234453
ARPC2,ENST00000315717
CD38,ENST00000226279
GGPS1,ENST00000282841
GID4,ENST00000268719
RNF212B,ENST00000430154
NT5C3B,ENST00000435506
HSD17B11,ENST00000358290
SURF1,ENST00000371974
HSD17B13,ENST00000328546
EHF,ENST00000257831
SPATS1,ENST00000674044
ANKRD54,ENST00000215941
ELP5,ENST00000396628
CENPO,ENST00000380834
PEX19,ENST00000368072
F11R,ENST00000368026
LILRA5,ENST00000432233
CNOT9,ENST00000273064
SETD9,ENST00000285947
ZDHHC3,ENST00000424952
NHEJ1,ENST00000356853
RGN,ENST00000397180
LZTFL1,ENST00000296135
CEACAM19,ENST00000358777
YJEFN3,ENST00000514277
TCEA2,ENST00000343484
CD300A,ENST00000360141
PHB2,ENST00000535923
DNASE1L2,ENST00000320700
SC5D,ENST00000264027
CREM,ENST00000685392
NMRAL1,ENST00000283429
FCN3,ENST00000270879
SLC25A21,ENST00000331299
UQCC1,ENST00000374385
RNASEH2A,ENST00000221486
ELOVL5,ENST00000304434
THG1L,ENST00000231198
OGN,ENST00000375561
SLC25A4,ENST00000281456
ATP5F1C,ENST00000356708
DTWD2,ENST00000510708
CDK2,ENST00000266970
KHK,ENST00000260598
LRRC55,ENST00000497933
BIRC7,ENST00000217169
GOLPH3,ENST00000265070
JAM2,ENST00000480456
AZGP1,ENST00000292401
FAM221A,ENST00000344962
SDCBP,ENST00000260130
SLC25A6,ENST00000381401
TNNT2,ENST00000656932
ILRUN,ENST00000374023
GLOD4,ENST00000301329
NAPB,ENST00000377026
INKA2,ENST00000357260
MEMO1,ENST00000404530
MS4A1,ENST00000345732
ERCC1,ENST00000300853
SAP25,ENST00000622764
STX4,ENST00000313843
TMEM169,ENST00000437356
CNN1,ENST00000252456
TACO1,ENST00000258975
RNF212,ENST00000433731
OTX2,ENST00000672264
C21orf91,ENST00000284881
TMEM164,ENST00000372068
VPS26C,ENST00000309117
TATDN1,ENST00000276692
QPRT,ENST00000395384
TST,ENST00000249042
UBXN1,ENST00000301935
EDA2R,ENST00000374719
CDK1,ENST00000395284
CCDC196,ENST00000636229
CIRBP,ENST00000587896
RPL5,ENST00000370321
CCDC159,ENST00000458408
CCDC198,ENST00000216445
BLVRA,ENST00000265523
VGLL4,ENST00000430365
MMADHC,ENST00000303319
FAM86B1,ENST00000448228
CABCOCO1,ENST00000648843
LYSMD4,ENST00000684762
PDXP,ENST00000215904
GLYAT,ENST00000344743
MRPS2,ENST00000241600
TMEM241,ENST00000383233
MYD88,ENST00000650905
SULT1C2,ENST00000251481
GEM,ENST00000297596
FHL1,ENST00000370683
TMX2,ENST00000278422
CD74,ENST00000009530
CAMLG,ENST00000297156
AQP9,ENST00000219919
C7orf57,ENST00000348904
ORAI3,ENST00000318663
CCND1,ENST00000227507
STAP1,ENST00000265404
RPSA,ENST00000301821
SULT1A2,ENST00000335715
DAZL,ENST00000399444
CCNG1,ENST00000340828
SULT1A4,ENST00000360423
MXI1,ENST00000332674
F3,ENST00000334047
LIME1,ENST00000309546
SULT1A1,ENST00000314752
TMEM71,ENST00000677595
NAPA,ENST00000263354
PLSCR3,ENST00000619711
KRT222,ENST00000394052
HLF,ENST00000226067
SULT1A3,ENST00000338971
GLYATL2,ENST00000287275
KCNK16,ENST00000437525
SMN2,ENST00000380743
ASB9,ENST00000380488
STIMATE,ENST00000355083
NPM1,ENST00000296930
MPPED2,ENST00000358117
EQTN,ENST00000380032
RARRES1,ENST00000237696
ZNF346,ENST00000358149
VDAC2,ENST00000332211
C3orf33,ENST00000340171
C8orf74,ENST00000304519
SMN1,ENST00000380707
KLK5,ENST00000336334
NOTCH2NLC,ENST00000650865
MPG,ENST00000356432
OTUD6B,ENST00000404789
METRN,ENST00000568223
MSMO1,ENST00000261507
EGFL8,ENST00000333845
CLEC4G,ENST00000328853
YIF1A,ENST00000376901
TNFRSF13B,ENST00000261652
DLX6,ENST00000518156
